pitcher_key,pitcher,teams,PA,first_PA,later_PA,first_OPS,later_OPS,OPS_penalty,first_wOBA,first_wOBA_95_low,first_wOBA_95_high,later_wOBA,later_wOBA_95_low,later_wOBA_95_high,wOBA_penalty,first_RV_per_PA,later_RV_per_PA,RV_per_PA_penalty,quality_flag
elenaescobar,Elena Escobar,"[""Talons""]",8,8,0,0.6607142857142857,,,0.32726352937975345,,,,,,,-0.12731288625167358,,,small_later_sample
emileykennedy,Emiley Kennedy,"[""Bandits""]",140,96,44,0.851219512195122,1.0861244019138756,0.23490488971875356,0.385151473028756,0.2758718493028384,0.4944310967546736,0.4621655248065975,0.31771278672275527,0.6066182628904397,0.07701405177784149,0.014061527565269604,0.0808733036378526,0.066811776072583,
emmalemley,Emma Lemley,"[""Blaze""]",214,134,80,0.906019656019656,1.0141666666666667,0.10814701064701071,0.3944907400161671,0.3130491675931588,0.47593231243917533,0.4257583468656557,0.32500349216139407,0.5265132015699173,0.03126760684948865,0.028035681202202536,0.045307326364947734,0.017271645162745198,
georginacorrick,Georgina Corrick,"[""Talons""]",274,127,147,0.5278428034333547,0.6781609195402298,0.15031811610687518,0.25420285406948123,0.1861196314946331,0.3222860766443294,0.32073543318123765,0.2175963408983644,0.42387452546411086,0.06653257911175642,-0.11887227318788324,-0.0397594235020699,0.07911284968581334,
hopetrautweinvaldespino,Hope Trautwein-Valdespino,"[""Blaze""]",47,32,15,1.33125,0.8833333333333333,-0.44791666666666674,0.5581945001454314,0.39300112054274017,0.7233878797481226,0.4178725553697203,0.2407188770775989,0.5950262336618417,-0.14032194477571108,0.17473404091882971,0.043871036100209655,-0.13086300481862007,small_later_sample
jailynford,Jailyn Ford,"[""Spark""]",53,39,14,0.7139423076923077,0.5357142857142857,-0.178228021978022,0.31795529871700584,0.15170835227755639,0.48420224515645527,0.2611185872369868,0.038647677353269516,0.48358949712070404,-0.056836711480019064,-0.042659743198662864,-0.10152959738674976,-0.05886985418808689,small_later_sample
jalawright,Jala Wright,"[""Blaze""]",42,35,7,0.6675324675324675,1.1428571428571428,0.47532467532467526,0.3909660686538488,0.2693342517665467,0.5125978855411509,0.4732267970274981,-0.13605097002419358,1.0825045640791897,0.08226072837364928,0.015790893152036314,0.09597318049279423,0.08018228734075791,small_later_sample
jessicamullins,Jessica Mullins,"[""Volts""]",63,50,13,0.86,1.8153846153846154,0.9553846153846154,0.37822272485107333,0.19946398165504123,0.5569814680471055,0.706695677357139,0.21134225533226203,1.202049099382016,0.3284729525060657,0.040532133691363964,0.31630609127253945,0.2757739575811755,small_later_sample
karlynpickens,Karlyn Pickens,"[""Blaze""]",157,81,76,0.6157407407407407,0.7096517412935324,0.09391100055279167,0.28554035879078354,0.2264576827917425,0.3446230347898246,0.3149812305500689,0.2430775783754714,0.38688488272466637,0.029440871759285336,-0.05255425160196031,-0.07465556480133954,-0.022101313199379233,
katsandercock,Kat Sandercock,"[""Bandits""]",53,27,26,0.5655270655270654,0.9294871794871795,0.3639601139601141,0.2680185034293162,0.09911182809823552,0.43692517876039694,0.37998852462412036,0.07066612210393003,0.6893109271443107,0.11197002119480415,-0.12339703271710475,0.08369797680697692,0.20709500952408166,small_later_sample
keilaniricketts,Keilani Ricketts,"[""Blaze""]",217,159,58,0.7198766146134568,0.5972906403940887,-0.12258597421936801,0.3343103303723371,0.2557651705267683,0.4128554902179059,0.27141348589461073,0.20058536707727836,0.3422416047119431,-0.06289684447772637,-0.02253870750708072,-0.09408305061427308,-0.07154434310719236,
kellymaxwell,Kelly Maxwell,"[""Cascade""]",83,45,38,0.8606060606060606,0.7452907452907453,-0.11531531531531525,0.40841906649044746,0.28762157724939674,0.5292165557314982,0.34202351302456996,0.14810979624958784,0.535937229799552,-0.0663955534658775,0.06576663034378279,-0.008088910929534173,-0.07385554127331696,
kenziebrown,Kenzie Brown,"[""Cascade""]",107,46,61,0.5546583850931677,0.8052073288331726,0.2505489437400049,0.28083384298634406,0.129325426065985,0.43234225990670316,0.36369165239500295,0.261976214045392,0.4654070907446139,0.08285780940865889,-0.05811055990276166,0.01459818822177535,0.07270874812453701,
laurenderkowski,Lauren Derkowski,"[""Talons""]",31,25,6,1.030909090909091,1.8333333333333333,0.8024242424242423,0.4449436329733564,0.35846308101804364,0.5314241849286692,0.717803017583269,,,0.27285938460991266,0.15256636063259044,0.3298556430328286,0.17728928240023817,small_later_sample
lexikilfoyl,Lexi Kilfoyl,"[""Bandits""]",315,179,136,0.7048529312781854,0.6849267872523687,-0.019926144025816717,0.31407935752376676,0.260120827102837,0.3680378879446965,0.2945288792077828,0.1811869082426099,0.4078708501729557,-0.019550478315983943,-0.059622388459777305,-0.06517597122005646,-0.0055535827602791535,
lyndseygrein,Lyndsey Grein,"[""Spark""]",63,55,8,0.888888888888889,0.25,-0.638888888888889,0.3821522605137862,0.2589030212109722,0.5054014998166002,0.19211991042315207,0.05091177626213533,0.3333280445841688,-0.19003235009063413,-0.00897607962528895,-0.16184298339390532,-0.15286690376861636,small_later_sample
maddiepenta,Maddie Penta,"[""Spark""]",38,30,8,1.4714285714285715,0.5,-0.9714285714285715,0.5939542346426927,0.3916655232998043,0.7962429459855811,0.2312035741681774,,,-0.3627506604745153,0.1823193477031256,-0.12479921133994519,-0.3071185590430708,small_later_sample
mariahlopez,Mariah Lopez,"[""Bandits"", ""Talons""]",98,81,17,1.1848448066585746,1.4705882352941178,0.28574342863554314,0.4792734434542514,0.33318625839231875,0.625360628516184,0.5709714997857692,0.24655517878702,0.8953878207845185,0.09169805633151784,0.09950614315370039,0.18918028329024922,0.08967414013654883,small_later_sample
mariahmazon,Mariah Mazón,"[""Cascade"", ""Volts""]",71,59,12,1.0511797939514789,0.8333333333333333,-0.2178464606181456,0.4484083247336888,0.34239736113281927,0.5544192883345583,0.4228501407738263,-0.003045938667210979,0.8487462202148637,-0.02555818395986248,0.08589702194894805,0.11482512743260527,0.02892810548365722,small_later_sample
mayajohnson,Maya Johnson,"[""Spark""]",165,90,75,0.6760683760683761,1.166078431372549,0.49001005530417285,0.32148472544071327,0.23517068806840424,0.4077987628130223,0.4716833964820784,0.34228938710937373,0.6010774058547831,0.15019867104136514,-0.03529383505714015,0.09652236669443974,0.13181620175157988,
meganfaraimo,Megan Faraimo,"[""Talons""]",340,182,158,0.905050505050505,0.7518653321201092,-0.1531851729303958,0.3901762344909877,0.3175192131056573,0.46283325587631813,0.3358578580298496,0.2311954517241574,0.44052026433554176,-0.05431837646113813,0.006571621602657908,-0.016292858276432662,-0.02286447987909057,
montanafouts,Montana Fouts,"[""Talons""]",332,169,163,0.4791768740813327,0.6316049382716049,0.15242806419027222,0.22363690432314667,0.16832479965142075,0.2789490089948726,0.27486979342858564,0.20995747980677726,0.339782107050394,0.05123288910543897,-0.12362857938291759,-0.10429050438702535,0.01933807499589224,
nijareecanady,NiJaree Canady,"[""Volts""]",91,46,45,1.2058823529411766,1.0807588075880759,-0.12512354535310077,0.512752644046851,0.3448069246999701,0.6806983633937318,0.44970168655914,0.31844284528521605,0.580960527833064,-0.06305095748771095,0.08184604175952026,0.08061368814379487,-0.0012323536157253928,
odiccialexanderbennett,Odicci Alexander-Bennett,"[""Bandits""]",179,135,44,0.8445083014048531,1.0732600732600732,0.2287517718552201,0.37566455867801607,0.29410043682093956,0.4572286805350926,0.44002548643431283,0.2517678384591129,0.6282831344095128,0.06436092775629676,0.015133619479303546,0.026034962517560867,0.010901343038257322,
paytongottshall,Payton Gottshall,"[""Cascade"", ""Volts""]",281,184,97,0.800656275635767,0.8838487972508591,0.08319252161509205,0.3511413185204611,0.27746171953995313,0.42482091750096906,0.3731910067781494,0.2973467813145688,0.44903523224173003,0.022049688257688327,-0.0208435868966402,0.004459077201720985,0.025302664098361186,
pejagoold,Peja Goold,"[""Spark""]",39,35,4,1.134975369458128,0.8333333333333333,-0.3016420361247947,0.5001261955567654,0.2995938809212175,0.7006585101923133,0.4233234845913295,,,-0.0768027109654359,0.10086954910664285,0.05074586545731884,-0.05012368364932401,small_later_sample
rachelgarcia,Rachel Garcia,"[""Volts""]",410,192,218,0.7336295283663705,0.8701996927803379,0.1365701644139674,0.35300791623120226,0.2933208820116717,0.4126949504507328,0.3864312575452445,0.3032136169586943,0.46964889813179467,0.03342334131404223,-0.013295790694489454,0.026272062126080988,0.039567852820570446,
raelinchaffin,Raelin Chaffin,"[""Talons""]",165,111,54,0.6344086021505376,1.078099838969404,0.44369123681886646,0.3044755237715244,0.18798230893340365,0.42096873860964523,0.44454626877994513,0.28978428066485645,0.5993082568950339,0.1400707450084207,-0.06418886415575627,0.0559321275812687,0.12012099173702497,
rubymeylan,Ruby Meylan,"[""Spark""]",52,40,12,0.9,2.35,1.4500000000000002,0.3892041290760033,0.2478022614198758,0.5306059967321308,0.8911333130719082,0.7053585262522369,1.0769080998915794,0.5019291839959049,0.01570216541544308,0.5221565908624368,0.5064544254469937,small_later_sample
samlandry,Sam Landry,"[""Cascade"", ""Volts""]",322,163,159,0.7528218694885361,0.8925373134328358,0.1397154439442997,0.3344824198238709,0.2575939513989129,0.4113708882488289,0.3940863567582228,0.3033049696596243,0.4848677438568213,0.0596039369343519,-0.008014780175056059,0.019587143754396127,0.027601923929452186,
samshow,Sam Show,"[""Volts""]",66,54,12,0.9833260201842914,1.4166666666666665,0.43334064648237514,0.4489023351127927,0.33825591373798736,0.559548756487598,0.608803359735466,0.32386209472495814,0.8937446247459737,0.15990102462267325,0.039575858317914256,0.22217997961164568,0.18260412129373144,small_later_sample
sarahwillis,Sarah Willis,"[""Bandits"", ""Talons""]",121,87,34,0.5848252344416027,1.021821631878558,0.4369963974369553,0.3019153093441989,0.19984410370720335,0.4039865149811945,0.44719582485938253,0.22081087153946366,0.6735807781793014,0.14528051551518362,-0.07118997779778391,0.053099590630781804,0.12428956842856571,
sydneyberzon,Sydney Berzon,"[""Volts""]",11,11,0,0.7878787878787878,,,0.3919456521275768,0.24677831816527868,0.5371129860898749,,,,,0.09259026777122083,,,small_later_sample
taylormcquillin,Taylor McQuillin,"[""Bandits""]",205,156,49,0.6577540106951871,1.2206632653061225,0.5629092546109353,0.29299645069950786,0.21714098910808474,0.36885191229093095,0.5070097780712493,0.25392453682985455,0.7600950193126439,0.2140133273717414,-0.0736128354604375,0.12716846021324887,0.20078129567368636,
taylortinsley,Taylor Tinsley,"[""Talons""]",35,13,22,1.3566433566433567,0.7136363636363636,-0.643006993006993,0.5711025875110055,-0.1893216437227795,1.3315268187447904,0.33431442763675695,,,-0.23678815987424856,0.1342438823299844,-0.034207284332491296,-0.1684511666624757,small_later_sample
